happylife,obama,democratic,republican,supremecourt,africandisc,hispanicdisc,discgaylesbian ,discwomen,discmuslimam,finances,gaymarriage,gayadaptchild,howoftenvote,party,ideology,gender,maritalstatus,martialstatusr,sexualorientation,transgender,lgbtstatus,agelgbtdoubt,agelgbtsure,friendlgbt,toldmomlgbt,difficultmom,aftertoldmom,tolddadlgbt,difficultdad,aftertolddad,toldfriendlgbt,agecategory,agecategoryr,education,educationr,ethnicity,householdhead,householdsize,residence,income2012,religion,religionimportance,christian,lgbtproblems,lgbtsocialacceptance,lgbtacceptancetenyearsago,lgbttenyearsfromnow,lgbtdemocrat,lgbtrepublican,lgbtobama,lgbtentertainment,lgbtmedia,lgbtprofsport,lgbtmilitrary,\lgbtfriendly,lgbtfriendlyp,lgbtacceptone,lgbtaccepttwo,lgbtacceptthree,lgbtacceptfour,lgbtacceptfive,lgbtacceptsix,lgbtaccepttotal,lgbtacceptp,gaysocaccept,lesbiansocaccept,bimensocaccept,biwomensocaccept,transgendersocacc,lgbtsocaccepttotal,lgbtsocacceptp,lgbtfriendly1,lgbtfriendly2,lgbtfriendly2,lgbtfriendly4,lgbtfriendly5,lgbtfriendly6,lgbtfriendlytotal,lgbtfriendlytotalp,religeousconflict,religeousconflictlevel,lgbtaccepttown,livelgbtneighborhood,closefriendlgbt,lgbtpolicy1,lgbtpolicy2,lgbtpolicy3,lgbtpolicy4,lgbtpolicy5,lgbtpolicy6,lgbtpolicy7,lgbtpolicytotal,lgbtpolicyp,physicalattack,slursjokes,poorservice,churchunwelcome,unfairemployment,rejectfamily,lgbtdiscrimination,lgbtdiscriminationp,lgbtsuppoort1,lgbtsupport2,lgbtsupport3,lgbtsupport4,lgbtsupport5,lgbtsupport6,lgbtsupporttotal,lgbtsupportp,lgbtsocialnetwork,reveallgbtsocialnetwork,liketomarry,relationtype,legalcivilunion,childguardian,havechildunder18,spousechildrenunder18,childinyourhome,liketohavechild,employment,workplaceacceptance,workplaceknoworientation,Usborn,minorinhousehold
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, a lot, a lot,only fair,strongly oppose,strongly oppose,sometimes,democrat,liberal,female,living with partner,living with partner,lesbian,no,females,18,19,19,yes,yes,stronger,yes,yes,no change,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,white,no,4,own,twenty to thirty,nothing,not at all mportant,no,legal rights,only a little,only a little,none at all,2,1,2,3,2,2,1,13,43,3,2,NA,3,3,2,NA,NA,2,3,2,1,1,9,40,1,1,1,1,1,1,6,0,no,NA,none,no,some,1,1,1,1,1,1,1,7,0,2,2,1,1,1,2,9,25,2,2,3,2,2,1,12,50,not regularly,yes,yes,NA,no,no,NA,no,NA,yes,unemployed,NA,NA,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, some, some, a lot,only fair,strongly oppose,strongly oppose,seldom,democrat,liberal,male,never married,alone,gay,no,males,4,7,14,no,NA,NA,no,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,Other,no,4,own,twenty to thirty,catholic,somewhat important,NA,acceptance,only a little,none at all,none at all,3,1,3,3,2,1,1,14,50,3,3,3,3,3,3,18,100,3,1,3,1,2,10,50,1,1,1,1,1,2,7,8,yes,a little,a lot,no,a few,1,1,2,1,2,1,1,9,10,1,2,1,1,1,1,7,8,1,3,3,1,1,1,10,33,regularly,yes,yes,NA,NA,no,NA,NA,NA,yes,full time,very accepting,a few,no,no
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, a lot, a lot, some, a lot,only fair,strongly oppose,strongly oppose,always,democrat,liberal,male,never married,alone,gay,no,males,12,18,20,yes,yes,no change,yes,yes,grew weaker,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,Black,yes,1,NA,less than twenty,nothing,very important,yes,sterotyping,only a little,none at all,none at all,3,1,3,3,3,1,3,17,71,3,2,3,3,3,2,16,83,3,3,2,3,2,13,80,1,1,2,1,2,2,9,25,no,NA,some,no,a few,1,1,1,1,2,1,1,8,5,2,2,1,1,1,2,9,25,2,2,2,2,2,2,12,50,not regularly,NA,not sure,NA,NA,yes,no,NA,NA,NA,retired,NA,NA,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,good,strongly oppose,strongly oppose,always,democrat,liberal,female,living with partner,living with partner,lesbian,no,females,13,22,22,yes,no,stronger,yes,no,grew stronger,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,Hispanic,yes,3,own,seventy five to hundred,other,somewhat important,NA,religeous rights,only a little,none at all,none at all,3,1,3,3,1,1,1,13,43,3,3,3,3,3,2,17,92,3,3,3,2,2,13,80,1,1,3,1,1,2,9,25,no,NA,a lot,no,some,1,1,1,1,2,1,1,8,5,3,3,2,2,1,2,13,58,3,3,3,3,3,3,18,100,regularly,yes,yes,NA,yes,yes,no,no,NA,NA,full time,very accepting,most or all,yes,no
not too happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, some,good,strongly oppose,strongly oppose,always,democrat,liberal,female,living with partner,living with partner,lesbian,no,females,13,20,22,NA,NA,NA,yes,no,grew stronger,yes,fifty five to sixty four,fifty five to sixty four,some college,some college,white,yes,5,own,thirty to forty,nothing,not too  important,yes,sterotyping,only a little,none at all,none at all,3,1,3,3,2,2,2,16,64,3,2,3,2,3,2,15,75,1,1,3,3,2,10,50,2,1,1,1,1,2,8,17,no,NA,a little,no,some,1,1,1,1,1,1,1,7,0,2,2,1,1,2,1,9,25,2,2,1,2,2,1,10,33,not regularly,no,yes,NA,no,no,NA,no,NA,NA,retired,NA,NA,yes,yes
happy,mostly unfavorable,mostly unfavorable,NA,mostly unfavorable, some, some, a lot, some, a lot,only fair,strongly oppose,NA,always,democrat,moderate,male,living with partner,living with partner,gay,no,males,5,10,17,yes,yes,weaker,yes,yes,grew weaker,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,white,yes,2,own,hundred to hundred fifty,agnostic,not too  important,NA,legal rights,none at all,NA,none at all,3,1,3,3,3,1,1,15,57,3,2,3,3,3,2,16,83,3,1,3,1,2,10,50,1,1,3,1,1,3,10,33,no,NA,a lot,no,some,1,1,1,1,1,1,1,7,0,2,2,NA,2,2,2,NA,NA,1,2,3,2,2,1,11,42,not regularly,yes,yes,NA,yes,no,NA,no,NA,yes,full time,very accepting,none,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, a lot,poor,strongly oppose,strongly oppose,sometimes,independent,very liberal,male,never married,alone,gay,no,males,12,15,16,yes,yes,stronger,no,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,Hispanic,no,5,own,less than twenty,agnostic,not at all mportant,NA,discrimination,only a little,none at all,none at all,3,1,3,3,2,1,1,14,50,3,3,3,3,3,2,17,92,3,3,3,1,1,11,60,1,1,2,2,1,2,9,25,no,NA,a lot,no,all or most,1,1,2,1,2,NA,2,NA,NA,1,3,1,3,1,1,10,33,1,2,3,2,3,1,12,50,not regularly,yes,yes,NA,NA,no,NA,NA,NA,not sure,unemployed,NA,NA,yes,yes
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, a lot, a lot, some, a lot,good,strongly oppose,strongly oppose,nearly always,independent,very liberal,male,never married,alone,bisexual,no,males and females,16,17,21,yes,yes,no change,no,NA,NA,yes,eighteen to twenty four,eighteen to twenty four,some college,some college,Hispanic,no,3,own,twenty to thirty,protestant,very important,NA,acceptance,none at all,none at all,only a little,2,1,2,3,3,2,1,14,50,3,2,3,2,3,2,15,75,2,3,3,3,2,13,80,1,2,1,1,1,1,7,8,yes,a little,some,no,some,1,2,1,2,2,1,2,11,19,1,2,1,2,1,1,8,17,1,1,1,3,3,1,10,33,not regularly,yes,yes,NA,NA,no,NA,NA,NA,yes,unemployed,NA,NA,yes,no
not too happy,very unfavorable,very unfavorable,mostly unfavorable,mostly unfavorable, some, a lot, some, some, some,good,oppose,oppose,nearly always,republican,very conservative,male,divorced,alone,bisexual,no,mostly females,45,47,NA,NA,NA,NA,NA,NA,NA,no,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,1,own,forty to fifty,nothing,not at all mportant,yes,NA,only a little,only a little,only a little,3,2,3,3,3,2,2,18,79,1,1,1,1,1,1,6,0,3,3,3,1,2,12,70,1,1,2,1,1,1,7,8,no,NA,a little,no,none,1,1,1,1,1,1,1,7,0,1,1,1,1,1,1,6,0,1,1,1,1,NA,1,NA,NA,not regularly,NA,not sure,NA,NA,yes,no,NA,NA,NA,part time,not at all accepting,none,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, a lot, some, a lot,good,strongly oppose,strongly oppose,always,independent,moderate,female,divorced,alone,bisexual,no,mostly males,20,NA,40,no,NA,NA,no,NA,NA,yes,seventy five plus,sixty five plus,bachelor or higher,bachelor or higher,white,yes,1,own,forty to fifty,protestant,very important,NA,legal rights,only a little,only a little,only a little,2,2,2,3,2,2,NA,NA,NA,3,1,1,2,1,1,9,25,3,3,2,3,2,13,80,1,1,2,1,1,1,7,8,no,NA,a little,no,some,2,1,2,1,1,1,2,10,14,1,2,1,1,1,2,8,17,1,1,1,1,1,1,6,0,not regularly,no,no,NA,NA,yes,no,NA,NA,NA,retired,NA,NA,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,good,strongly oppose,strongly oppose,always,independent,liberal,female,married,married,lesbian,no,females,10,10,29,yes,yes,stronger,yes,yes,grew weaker,yes,sixty five to seventy four,sixty five plus,some college,some college,white,yes,2,own,fifty to seventy five,protestant,very important,NA,legal rights,only a little,only a little,none at all,3,1,3,3,2,2,3,17,71,3,2,3,3,3,2,16,83,1,1,1,1,1,5,0,3,1,2,1,1,3,11,42,no,NA,some,no,all or most,1,1,1,2,1,1,2,9,10,1,1,1,1,1,2,7,8,3,3,3,1,1,1,12,50,not regularly,no,NA,legally married,NA,no,NA,no,NA,NA,part time,very accepting,most or all,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, some, a lot, a lot, some,only fair,oppose,oppose,seldom,independent,moderate,male,married,married,bisexual,no,females,25,NA,NA,NA,NA,NA,NA,NA,NA,no,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,Other,yes,2,own,fifty to seventy five,nothing,not at all mportant,no,acceptance,none at all,only a little,only a little,2,2,2,2,2,2,2,14,50,1,1,1,1,1,1,6,0,1,1,1,1,1,5,0,2,2,2,2,2,2,12,50,no,NA,none,no,none,2,1,1,2,2,1,2,11,19,1,1,2,2,2,1,9,25,1,1,1,1,1,1,6,0,not regularly,NA,NA,legally married,NA,no,NA,no,NA,not sure,full time,not at all accepting,none,no,no
happy,very unfavorable,very unfavorable,mostly unfavorable,mostly unfavorable, some, some, some, some, some,poor,strongly oppose,strongly oppose,seldom,independent,moderate,female,married,married,bisexual,no,mostly males,19,24,23,yes,yes,no change,yes,no,no change,yes,thirty five to fourty four,thirty five to fourty four,some college,some college,white,yes,2,own,thirty to forty,other,not too  important,yes,discrimination,only a little,none at all,none at all,2,1,2,3,2,1,1,12,36,2,2,2,2,3,2,13,58,3,3,1,3,2,12,70,1,1,2,1,1,2,8,17,no,NA,some,no,a few,1,1,1,2,1,2,2,10,14,3,3,1,1,1,1,10,33,1,1,1,1,1,1,6,0,not regularly,no,NA,legally married,NA,yes,no,yes,no,NA,unemployed,NA,NA,yes,no
happy,very unfavorable,very unfavorable,mostly unfavorable,mostly unfavorable, some, some, a lot, some, a lot,only fair,strongly oppose,strongly oppose,nearly always,independent,moderate,female,married,married,bisexual,no,males and females,8,12,30,no,NA,NA,no,NA,NA,no,fifty five to sixty four,fifty five to sixty four,high school,high school,white,yes,2,own,fifty to seventy five,protestant,somewhat important,NA,acceptance,only a little,only a little,only a little,1,1,1,3,2,2,2,12,36,2,1,3,2,3,1,12,50,3,3,3,3,2,14,90,2,1,1,1,1,1,7,8,yes,a lot,a little,no,a few,2,1,1,2,2,2,2,12,24,1,1,1,2,1,1,7,8,1,1,1,1,1,1,6,0,not regularly,no,NA,legally married,NA,yes,no,no,NA,NA,part time,somewhat accepting,none,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,only fair,strongly oppose,strongly oppose,nearly always,democrat,very liberal,female,never married,alone,bisexual,no,males,11,20,21,yes,yes,no change,yes,yes,no change,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,1,own,less than twenty,other,somewhat important,NA,discrimination,only a little,none at all,only a little,3,1,3,3,2,1,2,15,57,3,2,2,3,3,1,14,67,2,3,2,3,3,13,80,1,1,2,1,1,2,8,17,no,NA,some,no,some,1,2,1,2,2,1,1,10,14,1,2,1,1,1,2,8,17,2,2,2,2,2,2,12,50,not regularly,no,yes,NA,NA,no,NA,NA,NA,yes,part time,somewhat accepting,a few,yes,no
not too happy,very unfavorable,very unfavorable,mostly unfavorable,very unfavorable, some, some, some, some, some,poor,strongly oppose,strongly oppose,always,independent,moderate,male,never married,alone,gay,no,males,13,13,16,yes,yes,no change,yes,yes,no change,yes,forty five to fifty four,forty five to fifty four,some college,some college,white,no,3,own,seventy five to hundred,catholic,very important,NA,marital rights,none at all,none at all,none at all,2,2,2,3,2,1,2,14,50,3,3,3,3,3,3,18,100,3,3,3,3,2,14,90,2,2,2,1,1,2,10,33,yes,a little,a lot,no,all or most,1,1,1,1,1,2,1,8,5,1,1,1,1,2,1,7,8,1,3,3,2,2,1,12,50,not regularly,yes,not sure,NA,NA,no,NA,NA,NA,not sure,unemployed,NA,NA,yes,no
happy,very unfavorable,very unfavorable,mostly unfavorable,very unfavorable, some, some, some, a lot, some,good,oppose,oppose,nearly always,republican,conservative,male,living with partner,living with partner,bisexual,no,mostly females,16,23,NA,no,NA,NA,no,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,some college,some college,white,yes,2,own,thirty to forty,other,not too  important,NA,NA,none at all,only a little,only a little,2,2,2,3,3,3,2,17,71,3,2,2,2,2,2,13,58,1,3,3,3,3,13,80,NA,1,2,1,1,2,NA,NA,no,NA,a lot,no,some,1,2,2,2,2,1,1,11,19,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,NA,yes,NA,yes,no,NA,no,NA,no,retired,NA,NA,yes,no
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, a lot, some, a lot, a lot, a lot,excellent,strongly oppose,strongly oppose,always,democrat,very liberal,female,married,married,lesbian,no,females,19,20,20,yes,no,no change,no,NA,NA,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,white,yes,2,own,hundred to hundred fifty,agnostic,not at all mportant,NA,discrimination,only a little,none at all,none at all,3,1,3,3,2,2,2,16,64,3,3,3,3,3,2,17,92,3,3,2,2,2,12,70,1,1,2,1,1,2,8,17,no,NA,a lot,no,all or most,1,1,1,2,2,1,2,10,14,2,2,2,1,1,1,9,25,3,3,3,2,2,3,16,83,not regularly,NA,NA,legally married,NA,no,NA,no,NA,NA,full time,very accepting,most or all,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, some, some, some,good,strongly oppose,strongly oppose,always,independent,moderate,female,living with partner,living with partner,lesbian,no,mostly females,12,31,36,yes,yes,no change,yes,yes,no change,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,4,own,more than hundred fifty,protestant,not too  important,NA,discrimination,only a little,only a little,only a little,3,1,3,3,2,1,2,15,57,3,2,3,3,2,2,15,75,3,3,2,2,2,12,70,1,1,3,1,1,2,9,25,no,NA,some,no,a few,2,1,1,2,1,1,2,10,14,1,1,1,1,1,2,7,8,2,2,2,1,1,3,11,42,not regularly,no,yes,NA,yes,yes,yes,NA,yes,NA,retired,NA,NA,yes,yes
happy,very unfavorable,very unfavorable,mostly unfavorable,mostly unfavorable, some, some, some, some, some,good,strongly oppose,oppose,always,independent,conservative,male,divorced,alone,bisexual,no,mostly males,14,17,NA,no,NA,NA,no,NA,NA,yes,forty five to fifty four,forty five to fifty four,some college,some college,white,yes,2,own,seventy five to hundred,protestant,not at all mportant,NA,legal rights,only a little,none at all,none at all,3,3,3,3,2,1,1,16,64,3,3,3,2,3,2,16,83,3,1,1,1,2,8,30,2,1,2,1,1,2,9,25,no,NA,some,no,a few,1,1,2,2,1,1,2,10,14,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,no,no,NA,NA,yes,yes,NA,yes,NA,full time,very accepting,none,yes,yes
not too happy,very unfavorable,very unfavorable,mostly unfavorable,mostly unfavorable, some, some, some, some, some,excellent,strongly oppose,strongly oppose,nearly always,NA,conservative,male,living with partner,living with partner,gay,no,males,13,22,22,yes,yes,stronger,yes,no,grew stronger,yes,thirty five to fourty four,thirty five to fourty four,bachelor or higher,bachelor or higher,white,yes,2,own,hundred to hundred fifty,nothing,not at all mportant,yes,legal rights,only a little,none at all,none at all,3,2,3,3,2,2,2,17,71,3,3,3,3,2,1,15,75,3,3,3,3,2,14,90,1,1,1,1,1,2,7,8,yes,a little,some,no,all or most,2,1,2,1,1,2,2,11,19,2,2,2,2,1,2,11,42,1,1,2,3,3,2,12,50,not regularly,no,not sure,NA,no,yes,no,yes,no,NA,full time,very accepting,most or all,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, some, some, a lot,good,strongly oppose,strongly oppose,always,democrat,very liberal,female,divorced,alone,bisexual,no,males and females,16,16,NA,no,NA,NA,no,NA,NA,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,Black,yes,1,own,fifty to seventy five,nothing,very important,no,sterotyping,none at all,none at all,none at all,3,1,3,3,3,1,2,16,64,3,3,3,3,3,2,17,92,1,1,3,1,3,9,40,1,1,2,1,1,3,9,25,no,NA,some,no,a few,1,1,1,1,2,1,1,8,5,1,1,1,1,1,1,6,0,2,2,1,2,1,1,9,25,not regularly,NA,no,NA,NA,no,NA,NA,NA,NA,retired,NA,NA,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,good,oppose,oppose,nearly always,democrat,moderate,male,living with partner,living with partner,gay,no,males,5,5,15,yes,no,stronger,yes,yes,no change,yes,thirty five to fourty four,thirty five to fourty four,some college,some college,Black,yes,2,own,seventy five to hundred,protestant,not too  important,NA,self esteem,only a little,only a little,none at all,3,1,3,3,3,2,3,18,79,1,1,2,2,3,1,10,33,1,3,3,3,2,12,70,2,1,2,1,2,2,10,33,no,NA,some,yes,some,1,2,2,1,2,2,2,12,24,1,3,1,1,1,1,8,17,1,1,1,1,2,1,7,8,not regularly,yes,not sure,NA,no,no,NA,no,NA,no,full time,somewhat accepting,most or all,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, a lot,only fair,strongly oppose,strongly oppose,sometimes,democrat,moderate,female,never married,alone,bisexual,no,mostly males,5,9,12,yes,no,stronger,no,NA,NA,yes,eighteen to twenty four,eighteen to twenty four,high school,high school,white,no,5,own,less than twenty,nothing,not too  important,no,acceptance,only a little,only a little,only a little,1,1,1,1,2,1,2,9,14,2,3,3,3,3,2,16,83,2,3,2,3,1,11,60,1,1,1,1,1,1,6,0,no,NA,some,no,a few,2,2,1,2,1,2,2,12,24,1,3,2,3,2,1,12,50,2,1,1,2,2,1,9,25,not regularly,no,not sure,NA,NA,yes,yes,NA,yes,NA,part time,not so  accepting,a few,yes,yes
not too happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, a lot, some, some,good,strongly oppose,strongly oppose,seldom,independent,moderate,female,living with partner,living with partner,bisexual,no,males and females,10,13,14,no,NA,NA,yes,no,no change,yes,eighteen to twenty four,eighteen to twenty four,less than high school,high school,white,no,2,own,less than twenty,nothing,not at all mportant,no,NA,none at all,only a little,only a little,2,2,2,2,2,2,2,14,50,1,1,1,1,1,1,6,0,3,3,3,3,3,15,100,2,2,2,2,2,2,12,50,no,NA,a lot,no,a few,2,2,2,2,2,2,2,14,33,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,yes,yes,NA,yes,yes,yes,NA,yes,NA,unemployed,NA,NA,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,poor,strongly oppose,strongly oppose,always,democrat,moderate,female,married,married,bisexual,no,males and females,12,13,15,yes,no,no change,yes,no,no change,yes,twenty five to thirty four,twenty five to thirty four,high school,high school,white,yes,4,NA,less than twenty,other,somewhat important,no,acceptance,only a little,only a little,only a little,3,1,3,3,3,1,1,15,57,2,2,3,2,3,2,14,67,3,3,1,1,2,10,50,2,3,2,1,1,2,11,42,no,NA,a little,no,a few,2,2,2,1,1,2,2,12,24,2,1,1,1,1,1,7,8,1,1,1,1,1,1,6,0,not regularly,yes,NA,legally married,NA,yes,yes,NA,yes,NA,unemployed,NA,NA,yes,yes
not too happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, a lot, a lot, some, a lot,poor,strongly oppose,strongly oppose,always,democrat,liberal,female,never married,alone,bisexual,no,males and females,9,12,21,yes,yes,no change,NA,NA,NA,yes,eighteen to twenty four,eighteen to twenty four,high school,high school,white,yes,2,own,less than twenty,nothing,not at all mportant,no,sterotyping,none at all,only a little,none at all,3,1,3,3,2,1,2,15,57,3,2,3,3,3,3,17,92,NA,1,2,1,1,NA,NA,1,1,1,1,1,1,6,0,no,NA,some,no,a few,NA,1,1,1,1,1,NA,NA,NA,1,2,1,1,1,3,9,25,2,3,3,3,3,3,17,92,not regularly,yes,no,NA,NA,no,NA,NA,NA,yes,full time,somewhat accepting,some,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,only fair,strongly oppose,strongly oppose,always,democrat,liberal,female,never married,alone,lesbian,no,females,13,17,26,yes,no,no change,yes,no,no change,yes,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,white,yes,1,own,seventy five to hundred,other,not at all mportant,no,legal rights,only a little,none at all,none at all,3,1,3,3,3,2,1,16,64,3,3,3,3,3,2,17,92,3,1,2,1,2,9,40,1,1,2,2,1,2,9,25,no,NA,a lot,no,some,1,1,1,1,2,1,2,9,10,1,2,2,1,1,1,8,17,3,3,3,2,2,3,16,83,regularly,yes,not sure,NA,NA,no,NA,NA,NA,no,full time,very accepting,most or all,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, a lot, some, a lot,only fair,strongly oppose,strongly oppose,always,democrat,moderate,female,never married,alone,bisexual,no,mostly females,12,12,17,yes,yes,no change,yes,yes,no change,yes,thirty five to fourty four,thirty five to fourty four,bachelor or higher,bachelor or higher,white,yes,1,own,forty to fifty,protestant,somewhat important,NA,discrimination,only a little,none at all,none at all,3,1,3,3,2,1,1,14,50,3,2,3,3,3,2,16,83,3,2,1,1,1,8,30,1,1,1,1,1,1,6,0,no,NA,some,yes,some,1,1,2,2,1,2,2,11,19,1,2,2,1,1,1,8,17,3,3,3,2,3,1,15,75,not regularly,yes,yes,NA,NA,no,NA,NA,NA,no,full time,somewhat accepting,a few,yes,no
not too happy,mostly unfavorable,mostly unfavorable,mostly unfavorable,mostly unfavorable, some, some, a lot, some, some,excellent,strongly oppose,strongly oppose,nearly always,republican,liberal,female,living with partner,living with partner,lesbian,no,females,10,23,23,yes,yes,stronger,yes,no,grew stronger,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,white,no,2,own,hundred to hundred fifty,nothing,somewhat important,yes,discrimination,only a little,none at all,none at all,3,1,3,3,2,1,2,15,57,3,2,NA,3,2,2,NA,NA,3,3,3,3,2,14,90,2,1,1,1,1,2,8,17,yes,a lot,some,no,some,1,1,2,2,2,2,2,12,24,1,3,2,2,1,3,12,50,1,3,1,3,3,1,12,50,not regularly,yes,yes,NA,no,no,NA,no,NA,yes,full time,somewhat accepting,most or all,yes,no
not too happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, some, some, some,excellent,strongly oppose,strongly oppose,seldom,independent,moderate,male,divorced,alone,bisexual,no,mostly males,35,35,NA,NA,NA,NA,NA,NA,NA,no,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,white,yes,2,own,hundred to hundred fifty,nothing,not too  important,yes,discrimination,none at all,none at all,only a little,2,2,2,3,2,2,2,15,57,1,1,1,1,1,1,6,0,3,1,1,1,2,8,30,2,2,2,2,2,2,12,50,no,NA,a little,no,none,2,2,2,2,2,2,2,14,33,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,NA,not sure,NA,NA,yes,no,NA,NA,NA,retired,NA,NA,yes,no
